run_id,run_short,timestamp,repo,instance_id,task_source,problem_statement_summary,problem_statement_preview,expected_agent_action,validation_expectation,base_commit,patch_expected,selected_test_count,selected_tests_preview,runtime,model,hint_profile
agentbench-20260602_195524,195524,20260602_195524,NodeBB/NodeBB,instance_NodeBB__NodeBB-51d8f3b195bddb13a13ddc0de110722774d9bb1b-vf2cf3cbd463b7ad942381f1c6d077626485a1e9e,,"Move .well-known assets to separate router file, add a basic webfinger implementation","Federated identity discovery via the `.well-known/webfinger` endpoint is not currently supported. Additionally, the redirect logic for `.well-known/change-password` is embedded in an unrelated route file, making route...",modify routing/controller logic,no explicit validation command provided,da2441b9bd293d7188ee645be3322a7305a43a19,True,0,,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse
agentbench-20260602_195837,195837,20260602_195837,qutebrowser/qutebrowser,instance_qutebrowser__qutebrowser-c580ebf0801e5a3ecabc54f327498bb753c6d5f2-v2ef375ac784985212b1805e1d0431dc8f1b3c171,,Host blocking does not apply to subdomains when only the parent domain is listed,"Host blocking does not apply to subdomains when only the parent domain is listed In the hosts-based blocking method, requests are only blocked if the exact request hostname matches an entry in either the dynamically l...",fix host-matching logic,no explicit validation command provided,0b8cc812fd0b73e296a3f93db02ce5d0b35714fc,True,0,,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse
agentbench-20260603_003009,003009,20260603_003009,NodeBB/NodeBB,instance_NodeBB__NodeBB-04998908ba6721d64eba79ae3b65a351dcfbc5b5-vnan,,Email Validation Status Not Handled Correctly in ACP and Confirmation Logic,"Email Validation Status Not Handled Correctly in ACP and Confirmation Logic The Admin Control Panel (ACP) does not accurately reflect the email validation status of users. Also, validation and confirmation processes r...",fix validation logic,no explicit validation command provided,1e137b07052bc3ea0da44ed201702c94055b8ad2,True,0,,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse
agentbench-20260603_003113,003113,20260603_003113,qutebrowser/qutebrowser,instance_qutebrowser__qutebrowser-f91ace96223cac8161c16dd061907e138fe85111-v059c6fdc75567943479b23ebca7c07b5e9a7f34c,,The `hide_qt_warning` function and its associated tests have been moved from `log.py` to `qtlog.py` to better organize Qt-specific logging functionality.,The `hide_qt_warning` function and its associated tests have been moved from `log.py` to `qtlog.py` to better organize Qt-specific logging functionality. The tests need to be relocated to ensure they continue validati...,refactor code organization,no explicit validation command provided,ebfe9b7aa0c4ba9d451f993e08955004aaec4345,True,0,,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse
agentbench-20260603_003149,003149,20260603_003149,NodeBB/NodeBB,instance_NodeBB__NodeBB-51d8f3b195bddb13a13ddc0de110722774d9bb1b-vf2cf3cbd463b7ad942381f1c6d077626485a1e9e,,"Move .well-known assets to separate router file, add a basic webfinger implementation","Federated identity discovery via the `.well-known/webfinger` endpoint is not currently supported. Additionally, the redirect logic for `.well-known/change-password` is embedded in an unrelated route file, making route...",modify routing/controller logic,no explicit validation command provided,da2441b9bd293d7188ee645be3322a7305a43a19,True,0,,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse
agentbench-20260603_003318,003318,20260603_003318,qutebrowser/qutebrowser,instance_qutebrowser__qutebrowser-c580ebf0801e5a3ecabc54f327498bb753c6d5f2-v2ef375ac784985212b1805e1d0431dc8f1b3c171,,Host blocking does not apply to subdomains when only the parent domain is listed,"Host blocking does not apply to subdomains when only the parent domain is listed In the hosts-based blocking method, requests are only blocked if the exact request hostname matches an entry in either the dynamically l...",fix host-matching logic,no explicit validation command provided,0b8cc812fd0b73e296a3f93db02ce5d0b35714fc,True,0,,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse
agentbench-20260603_003750,003750,20260603_003750,ansible/ansible,instance_ansible__ansible-f327e65d11bb905ed9f15996024f857a95592629-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,,Collection Name Validation Accepts Python Keywords,Collection Name Validation Accepts Python Keywords The current validation system for Fully Qualified Collection Names (FQCN) in ansible-galaxy incorrectly accepts collection names that contain Python reserved keywords...,fix validation logic,no explicit validation command provided,f533d46572113655a0a698beab4b38671744a458,True,0,,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse
agentbench-20260603_010203,010203,20260603_010203,NodeBB/NodeBB,instance_NodeBB__NodeBB-04998908ba6721d64eba79ae3b65a351dcfbc5b5-vnan,,Email Validation Status Not Handled Correctly in ACP and Confirmation Logic,"Email Validation Status Not Handled Correctly in ACP and Confirmation Logic The Admin Control Panel (ACP) does not accurately reflect the email validation status of users. Also, validation and confirmation processes r...",fix validation logic,no explicit validation command provided,1e137b07052bc3ea0da44ed201702c94055b8ad2,True,0,,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse
agentbench-20260603_010402,010402,20260603_010402,qutebrowser/qutebrowser,instance_qutebrowser__qutebrowser-f91ace96223cac8161c16dd061907e138fe85111-v059c6fdc75567943479b23ebca7c07b5e9a7f34c,,The `hide_qt_warning` function and its associated tests have been moved from `log.py` to `qtlog.py` to better organize Qt-specific logging functionality.,The `hide_qt_warning` function and its associated tests have been moved from `log.py` to `qtlog.py` to better organize Qt-specific logging functionality. The tests need to be relocated to ensure they continue validati...,refactor code organization,no explicit validation command provided,ebfe9b7aa0c4ba9d451f993e08955004aaec4345,True,0,,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse
agentbench-20260603_010438,010438,20260603_010438,NodeBB/NodeBB,instance_NodeBB__NodeBB-51d8f3b195bddb13a13ddc0de110722774d9bb1b-vf2cf3cbd463b7ad942381f1c6d077626485a1e9e,,"Move .well-known assets to separate router file, add a basic webfinger implementation","Federated identity discovery via the `.well-known/webfinger` endpoint is not currently supported. Additionally, the redirect logic for `.well-known/change-password` is embedded in an unrelated route file, making route...",modify routing/controller logic,no explicit validation command provided,da2441b9bd293d7188ee645be3322a7305a43a19,True,0,,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse
agentbench-20260603_010608,010608,20260603_010608,qutebrowser/qutebrowser,instance_qutebrowser__qutebrowser-c580ebf0801e5a3ecabc54f327498bb753c6d5f2-v2ef375ac784985212b1805e1d0431dc8f1b3c171,,Host blocking does not apply to subdomains when only the parent domain is listed,"Host blocking does not apply to subdomains when only the parent domain is listed In the hosts-based blocking method, requests are only blocked if the exact request hostname matches an entry in either the dynamically l...",fix host-matching logic,no explicit validation command provided,0b8cc812fd0b73e296a3f93db02ce5d0b35714fc,True,0,,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse
agentbench-20260603_011039,011039,20260603_011039,ansible/ansible,instance_ansible__ansible-f327e65d11bb905ed9f15996024f857a95592629-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,,Collection Name Validation Accepts Python Keywords,Collection Name Validation Accepts Python Keywords The current validation system for Fully Qualified Collection Names (FQCN) in ansible-galaxy incorrectly accepts collection names that contain Python reserved keywords...,fix validation logic,no explicit validation command provided,f533d46572113655a0a698beab4b38671744a458,True,0,,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse
agentbench-20260603_125502,125502,20260603_125502,NodeBB/NodeBB,instance_NodeBB__NodeBB-04998908ba6721d64eba79ae3b65a351dcfbc5b5-vnan,,Email Validation Status Not Handled Correctly in ACP and Confirmation Logic,"Email Validation Status Not Handled Correctly in ACP and Confirmation Logic The Admin Control Panel (ACP) does not accurately reflect the email validation status of users. Also, validation and confirmation processes r...",fix validation logic,no explicit validation command provided,1e137b07052bc3ea0da44ed201702c94055b8ad2,True,0,,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse
agentbench-20260603_125608,125608,20260603_125608,qutebrowser/qutebrowser,instance_qutebrowser__qutebrowser-f91ace96223cac8161c16dd061907e138fe85111-v059c6fdc75567943479b23ebca7c07b5e9a7f34c,,The `hide_qt_warning` function and its associated tests have been moved from `log.py` to `qtlog.py` to better organize Qt-specific logging functionality.,The `hide_qt_warning` function and its associated tests have been moved from `log.py` to `qtlog.py` to better organize Qt-specific logging functionality. The tests need to be relocated to ensure they continue validati...,refactor code organization,no explicit validation command provided,ebfe9b7aa0c4ba9d451f993e08955004aaec4345,True,0,,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse
agentbench-20260603_125644,125644,20260603_125644,NodeBB/NodeBB,instance_NodeBB__NodeBB-51d8f3b195bddb13a13ddc0de110722774d9bb1b-vf2cf3cbd463b7ad942381f1c6d077626485a1e9e,,"Move .well-known assets to separate router file, add a basic webfinger implementation","Federated identity discovery via the `.well-known/webfinger` endpoint is not currently supported. Additionally, the redirect logic for `.well-known/change-password` is embedded in an unrelated route file, making route...",modify routing/controller logic,no explicit validation command provided,da2441b9bd293d7188ee645be3322a7305a43a19,True,0,,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse
agentbench-20260603_125814,125814,20260603_125814,qutebrowser/qutebrowser,instance_qutebrowser__qutebrowser-c580ebf0801e5a3ecabc54f327498bb753c6d5f2-v2ef375ac784985212b1805e1d0431dc8f1b3c171,,Host blocking does not apply to subdomains when only the parent domain is listed,"Host blocking does not apply to subdomains when only the parent domain is listed In the hosts-based blocking method, requests are only blocked if the exact request hostname matches an entry in either the dynamically l...",fix host-matching logic,no explicit validation command provided,0b8cc812fd0b73e296a3f93db02ce5d0b35714fc,True,0,,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse
agentbench-20260603_130247,130247,20260603_130247,ansible/ansible,instance_ansible__ansible-f327e65d11bb905ed9f15996024f857a95592629-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,,Collection Name Validation Accepts Python Keywords,Collection Name Validation Accepts Python Keywords The current validation system for Fully Qualified Collection Names (FQCN) in ansible-galaxy incorrectly accepts collection names that contain Python reserved keywords...,fix validation logic,no explicit validation command provided,f533d46572113655a0a698beab4b38671744a458,True,0,,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse
agentbench-20260603_141735,141735,20260603_141735,NodeBB/NodeBB,instance_NodeBB__NodeBB-04998908ba6721d64eba79ae3b65a351dcfbc5b5-vnan,,Email Validation Status Not Handled Correctly in ACP and Confirmation Logic,"Email Validation Status Not Handled Correctly in ACP and Confirmation Logic The Admin Control Panel (ACP) does not accurately reflect the email validation status of users. Also, validation and confirmation processes r...",fix validation logic,no explicit validation command provided,1e137b07052bc3ea0da44ed201702c94055b8ad2,True,0,,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse
agentbench-20260603_141940,141940,20260603_141940,qutebrowser/qutebrowser,instance_qutebrowser__qutebrowser-f91ace96223cac8161c16dd061907e138fe85111-v059c6fdc75567943479b23ebca7c07b5e9a7f34c,,The `hide_qt_warning` function and its associated tests have been moved from `log.py` to `qtlog.py` to better organize Qt-specific logging functionality.,The `hide_qt_warning` function and its associated tests have been moved from `log.py` to `qtlog.py` to better organize Qt-specific logging functionality. The tests need to be relocated to ensure they continue validati...,refactor code organization,no explicit validation command provided,ebfe9b7aa0c4ba9d451f993e08955004aaec4345,True,0,,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse
agentbench-20260603_142016,142016,20260603_142016,NodeBB/NodeBB,instance_NodeBB__NodeBB-51d8f3b195bddb13a13ddc0de110722774d9bb1b-vf2cf3cbd463b7ad942381f1c6d077626485a1e9e,,"Move .well-known assets to separate router file, add a basic webfinger implementation","Federated identity discovery via the `.well-known/webfinger` endpoint is not currently supported. Additionally, the redirect logic for `.well-known/change-password` is embedded in an unrelated route file, making route...",modify routing/controller logic,no explicit validation command provided,da2441b9bd293d7188ee645be3322a7305a43a19,True,0,,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse
agentbench-20260603_142146,142146,20260603_142146,qutebrowser/qutebrowser,instance_qutebrowser__qutebrowser-c580ebf0801e5a3ecabc54f327498bb753c6d5f2-v2ef375ac784985212b1805e1d0431dc8f1b3c171,,Host blocking does not apply to subdomains when only the parent domain is listed,"Host blocking does not apply to subdomains when only the parent domain is listed In the hosts-based blocking method, requests are only blocked if the exact request hostname matches an entry in either the dynamically l...",fix host-matching logic,no explicit validation command provided,0b8cc812fd0b73e296a3f93db02ce5d0b35714fc,True,0,,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse
agentbench-20260603_142619,142619,20260603_142619,ansible/ansible,instance_ansible__ansible-f327e65d11bb905ed9f15996024f857a95592629-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,,Collection Name Validation Accepts Python Keywords,Collection Name Validation Accepts Python Keywords The current validation system for Fully Qualified Collection Names (FQCN) in ansible-galaxy incorrectly accepts collection names that contain Python reserved keywords...,fix validation logic,no explicit validation command provided,f533d46572113655a0a698beab4b38671744a458,True,0,,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse
agentbench-20260603_142654,142654,20260603_142654,ansible/ansible,instance_ansible__ansible-a26c325bd8f6e2822d9d7e62f77a424c1db4fbf6-v0f01c69f1e2528b935359cfe578530722bca2c59,,uri module uses .netrc to overwrite Authorization header even if specified,"When using the `uri` module, the presence of a `.netrc` file for a specific host unintentionally overrides a user-specified `Authorization` header. This causes issues when endpoints expect a different authentication s...",modify routing/controller logic,no explicit validation command provided,79f67ed56116be11b1c992fade04acf06d9208d1,True,0,,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse
agentbench-20260603_142838,142838,20260603_142838,internetarchive/openlibrary,instance_internetarchive__openlibrary-4a5d2a7d24c9e4c11d3069220c0685b736d5ecde-v13642507b4fc1f8d234172bf8129942da2c2ca26,,Incomplete Retrieval of Property Statement Values in Wikidata Entities.,"Incomplete Retrieval of Property Statement Values in Wikidata Entities. Wikidata entities currently store property statements, but the code does not provide a mechanism to access all the values associated with a speci...",fix validation logic,no explicit validation command provided,90475fb6c168e8317e22bd5fbe057d98e570a715,True,0,,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse
agentbench-20260603_143114,143114,20260603_143114,qutebrowser/qutebrowser,instance_qutebrowser__qutebrowser-f631cd4422744160d9dcf7a0455da532ce973315-v35616345bb8052ea303186706cec663146f0f184,,"The application is currently configured to display the changelog after any upgrade, including patch and minor updates.","The application is currently configured to display the changelog after any upgrade, including patch and minor updates. This behavior lacks flexibility and does not allow users to control when the changelog should be s...",edit repo code,no explicit validation command provided,5ee28105ad972dd635fcdc0ea56e5f82de478fb1,True,0,,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse
agentbench-20260603_143449,143449,20260603_143449,gravitational/teleport,instance_gravitational__teleport-3fa6904377c006497169945428e8197158667910-v626ec2a48416b10a88641359a169d99e935ff037,,kubectl exec interactive sessions fail due to missing session uploader initialization in Kubernetes service,"kubectl exec interactive sessions fail due to missing session uploader initialization in Kubernetes service **Expected behavior:** When using the Kubernetes integration in Teleport, executing `kubectl exec` against a ...",modify routing/controller logic,no explicit validation command provided,481158d6310e36e3c1115e25ab3fdf1c1ed45e60,True,0,,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse
agentbench-20260603_143646,143646,20260603_143646,unknown,,,,,edit repo code,no explicit validation command provided,,False,0,,unknown,,unknown
agentbench-20260603_144037,144037,20260603_144037,internetarchive/openlibrary,instance_internetarchive__openlibrary-dbbd9d539c6d4fd45d5be9662aa19b6d664b5137-v08d8e8889ec945ab821fb156c04c7d2e2810debb,,"When submitting a form to the /lists/add endpoint via POST, the server may return a 500 Internal Server Error.","When submitting a form to the /lists/add endpoint via POST, the server may return a 500 Internal Server Error. This occurs when the form does not explicitly specify an action parameter and the request body contains fo...",modify routing/controller logic,no explicit validation command provided,409914bf541b32b2160200b7623060f2b5fab6c0,True,0,,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse
agentbench-20260603_144513,144513,20260603_144513,ansible/ansible,instance_ansible__ansible-395e5e20fab9cad517243372fa3c3c5d9e09ab2a-v7eee2454f617569fd6889f2211f75bc02a35f9f8,,Standardize `PlayIterator` state representation with a public type and preserve backward compatibility Right now `PlayIterator` exposes run and failure states as plain integers ...,Standardize `PlayIterator` state representation with a public type and preserve backward compatibility Right now `PlayIterator` exposes run and failure states as plain integers like `ITERATING_TASKS` or `FAILED_SETUP`...,edit repo code,no explicit validation command provided,cd64e0b070f8630e1dcc021e594ed42ea7afe304,True,0,,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse
agentbench-20260603_144617,144617,20260603_144617,unknown,,,,,edit repo code,no explicit validation command provided,,False,0,,unknown,,unknown
agentbench-20260603_144653,144653,20260603_144653,qutebrowser/qutebrowser,instance_qutebrowser__qutebrowser-96b997802e942937e81d2b8a32d08f00d3f4bc4e-v5fc38aaf22415ab0b70567368332beee7955b367,,Bug Report: `parse_duration` accepts invalid formats and miscalculates durations,"The helper responsible for parsing duration strings does not properly validate input or return consistent millisecond values. Inputs such as negative values (`-1s`), duplicate units (`34ss`), or fractional seconds (`6...",fix validation logic,no explicit validation command provided,2e65f731b1b615b5cd60417c00b6993c2295e9f8,True,0,,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse
agentbench-20260603_144758,144758,20260603_144758,element-hq/element-web,instance_element-hq__element-web-33e8edb3d508d6eefb354819ca693b7accc695e7,,Inconsistent and inflexible keyboard shortcut handling,"Inconsistent and inflexible keyboard shortcut handling The current keyboard shortcut system is fragmented and hardcoded across different components, which makes it difficult to extend, override, or maintain. Because t...",edit repo code,no explicit validation command provided,83612dd4adeb2a4dad77655ec8969fcb1c555e6f,True,0,,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse
agentbench-20260603_145348,145348,20260603_145348,future-architect/vuls,instance_future-architect__vuls-407407d306e9431d6aa0ab566baa6e44e5ba2904,,trivy-to-vuls generates duplicate objects in cveContents and splits Debian severities into separate records,1. Created the following Dockerfile to build a vulnerable test image (affected by CVE-2013-1629): FROM debian:10 RUN apt-get update && apt-get install -y openssh-server wget Install vulnerable versions of python-pip a...,refactor code organization,no explicit validation command provided,dccdd8a091bc57785341d911b7d8c7867d522e9a,True,0,,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse
agentbench-20260603_145438,145438,20260603_145438,internetarchive/openlibrary,instance_internetarchive__openlibrary-111347e9583372e8ef91c82e0612ea437ae3a9c9-v2d9a6c849c60ed19fd0858ce9e40b7cc8e097e59,,"The MARC parsers (XML and Binary) do not correctly handle fields linked with `$6`, which prevents alternate script data, such as additional titles and names in other alphabets, ...","The MARC parsers (XML and Binary) do not correctly handle fields linked with `$6`, which prevents alternate script data, such as additional titles and names in other alphabets, from being included in the processed out...",edit repo code,no explicit validation command provided,c9795319b19c60e884f34df3eaf7e3e7f2bfd58c,True,0,,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse
agentbench-20260603_145531,145531,20260603_145531,future-architect/vuls,instance_future-architect__vuls-e6c0da61324a0c04026ffd1c031436ee2be9503a,,The current Alpine Linux package scanner doesn't properly differentiate between binary and source packages during vulnerability detection.,The current Alpine Linux package scanner doesn't properly differentiate between binary and source packages during vulnerability detection. This leads to missed vulnerabilities because the OVAL detection logic doesn't ...,edit repo code,no explicit validation command provided,98cbe6ed837ce5983ddcb138f5c1577b9b7cf2bf,True,0,,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse
agentbench-20260603_145801,145801,20260603_145801,gravitational/teleport,instance_gravitational__teleport-6eaaf3a27e64f4ef4ef855bd35d7ec338cf17460-v626ec2a48416b10a88641359a169d99e935ff037,,Add linear benchmark generator for progressive request rate configurations,"Introduce a linear benchmark generator that can produce a sequence of benchmark configurations. The generator should start at a defined lower bound of requests per second, increase by a fixed step size on each generat...",edit repo code,no explicit validation command provided,a51596d8d779935e1dfa8d0fabce39d9edd91457,True,0,,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse
agentbench-20260603_150054,150054,20260603_150054,qutebrowser/qutebrowser,instance_qutebrowser__qutebrowser-fd6790fe8c02b144ab2464f1fc8ab3d02ce3c476-v2ef375ac784985212b1805e1d0431dc8f1b3c171,,"The :buffer command was deprecated in favor of :tab-select as part of qutebrowser's 2.0.0 settings update, but the deprecation remains incomplete.","The :buffer command was deprecated in favor of :tab-select as part of qutebrowser's 2.0.0 settings update, but the deprecation remains incomplete. Despite :tab-select being the intended replacement, :buffer still appe...",fix validation logic,no explicit validation command provided,487f90443cd1bf66bf2368b7a5c004f4e1b27777,True,0,,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse
agentbench-20260603_150153,150153,20260603_150153,gravitational/teleport,instance_gravitational__teleport-e6d86299a855687b21970504fbf06f52a8f80c74-vce94f93ad1030e3136852817f2423c1b3ac37bc4,,Update user traits when renewing session,"Bug When a user updates their traits (such as logins or database users) through the web UI, the changes are not applied to the currently active web session. The session continues to use stale certificate data from bef...",modify routing/controller logic,no explicit validation command provided,ea02952f53663a6a068ac70088ad5a044f54a094,True,0,,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse
agentbench-20260603_150236,150236,20260603_150236,internetarchive/openlibrary,instance_internetarchive__openlibrary-8a5a63af6e0be406aa6c8c9b6d5f28b2f1b6af5a-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,,"Background jobs (e.g., metrics collectors) should only run on a subset of application servers, but our scheduler currently registers them on every host.","Background jobs (e.g., metrics collectors) should only run on a subset of application servers, but our scheduler currently registers them on every host. This leads to duplicated work and noisy metrics. We need a host-...",fix host-matching logic,no explicit validation command provided,9d9f3a19983876522bcfd17c9079c46a17986cb3,True,0,,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse
