run_id,run_short,repo,runtime,model,hint_profile,phase,execution_step,request_id,parent_run_id,prompt_preview,prompt_sha256,prompt_chars,prompt_lines,prompt_mentions_validation,tool_call_count,tools_called,patch_bytes
agentbench-20260602_190952,190952,qutebrowser,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse,execution,1,agentbench-20260602_190952::execution::1,agentbench-20260602_190952,"Phase: execution_retry The previous execution attempt stalled with guard reason: no_tool_calls. Continue the same SWE-bench task. Do not write another plan, todo list, markdown code fence, or next-steps section. Use r...",d77b629f1d5baaf21df90f6bc53cd2b8a021762da82baf6796b0cb0fbc990397,8964,187,True,0,none,0
agentbench-20260602_190952,190952,qutebrowser,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse,execution,2,agentbench-20260602_190952::execution::2,agentbench-20260602_190952,"Phase: execution_retry The previous execution attempt stalled with guard reason: no_tool_calls. Continue the same SWE-bench task. Do not write another plan, todo list, markdown code fence, or next-steps section. Use r...",659a9d297f7e60423a059e65ed76be436f463266213aa1e92de82e5eb6f2b9f9,9339,197,True,0,none,0
agentbench-20260602_193512,193512,NodeBB,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse,execution,0,agentbench-20260602_193512::execution::0,agentbench-20260602_193512,"Phase: execution Use the plan to implement the SWE-bench fix in the workspace. Make focused code changes only. If the planning output only proposes more inspection, continue with the task prompt and inspect the necess...",2d99d2ce53d74d1e4192e9c482119cdbbf54c7dbea4028c79c33ec57bdbb1497,11154,188,True,0,none,0
agentbench-20260602_193512,193512,NodeBB,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse,execution,1,agentbench-20260602_193512::execution::1,agentbench-20260602_193512,"Phase: execution_retry The previous execution attempt stalled with guard reason: no_tool_calls. Continue the same SWE-bench task. Do not write another plan, todo list, markdown code fence, or next-steps section. Use r...",7c56e9351a43c9ef630821ea159a07a7492b80c38c1d602e99c92a8a0f0b9010,11798,203,True,0,none,0
agentbench-20260602_193512,193512,NodeBB,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse,execution,2,agentbench-20260602_193512::execution::2,agentbench-20260602_193512,"Phase: execution_retry The previous execution attempt stalled with guard reason: no_tool_calls. Continue the same SWE-bench task. Do not write another plan, todo list, markdown code fence, or next-steps section. Use r...",f0c18673d3bf746bf168576432ddc0e686ddcfd23b09a1899851ed2cb7a7fcb1,12386,215,True,0,none,0
agentbench-20260602_193615,193615,qutebrowser,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse,execution,0,agentbench-20260602_193615::execution::0,agentbench-20260602_193615,"Phase: execution Use the plan to implement the SWE-bench fix in the workspace. Make focused code changes only. If the planning output only proposes more inspection, continue with the task prompt and inspect the necess...",eb098dd7af7dac599933515077486da3fbc6bd8d403b2cd869c02395a6b53261,6760,121,True,0,none,0
agentbench-20260602_193615,193615,qutebrowser,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse,execution,1,agentbench-20260602_193615::execution::1,agentbench-20260602_193615,"Phase: execution_retry The previous execution attempt stalled with guard reason: no_tool_calls. Continue the same SWE-bench task. Do not write another plan, todo list, markdown code fence, or next-steps section. Use r...",ff1a5f3bcc5814dbee7b55bb298ff90478e734042ddec7df8bb0f66c6e6b669d,7346,140,True,0,none,0
agentbench-20260602_193615,193615,qutebrowser,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse,execution,2,agentbench-20260602_193615::execution::2,agentbench-20260602_193615,"Phase: execution_retry The previous execution attempt stalled with guard reason: no_tool_calls. Continue the same SWE-bench task. Do not write another plan, todo list, markdown code fence, or next-steps section. Use r...",ea7310e02840f06b8a585709370dac9ccc59ffdb535d8a357f7b0bf432b82537,7682,150,True,0,none,0
agentbench-20260602_193649,193649,NodeBB,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse,execution,0,agentbench-20260602_193649::execution::0,agentbench-20260602_193649,"Phase: execution Use the plan to implement the SWE-bench fix in the workspace. Make focused code changes only. If the planning output only proposes more inspection, continue with the task prompt and inspect the necess...",bd8b3c773750314bf8ab8fbddc61b2765c7f5e83b3b217dd5c692f01ef7233a0,9206,101,True,1,read_file,1652
agentbench-20260602_193649,193649,NodeBB,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse,execution,1,agentbench-20260602_193649::execution::1,agentbench-20260602_193649,"Phase: execution_retry The previous execution attempt stalled with guard reason: read_only_tool_calls. Continue the same SWE-bench task. Do not write another plan, todo list, markdown code fence, or next-steps section...",679db11f62cba16e70ac59b78184b3a989c5d34c65aebcb61f587f0aef746393,9459,108,True,1,read_file,1652
agentbench-20260602_193649,193649,NodeBB,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse,execution,2,agentbench-20260602_193649::execution::2,agentbench-20260602_193649,"Phase: execution_retry The previous execution attempt stalled with guard reason: read_only_tool_calls. Continue the same SWE-bench task. Do not write another plan, todo list, markdown code fence, or next-steps section...",a04af95dfcc9786e334d3756269b20c20178f9fcb46208a62194edfee7dd26b3,11313,131,True,5,"edit_file, execute, write_file",1652
agentbench-20260602_193924,193924,qutebrowser,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse,execution,0,agentbench-20260602_193924::execution::0,agentbench-20260602_193924,"Phase: execution Use the plan to implement the SWE-bench fix in the workspace. Make focused code changes only. If the planning output only proposes more inspection, continue with the task prompt and inspect the necess...",e06e19e8b8343b92161f8354240724f6f7f561adee30459a6df089db47561c2d,8533,174,True,0,none,0
agentbench-20260602_193924,193924,qutebrowser,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse,execution,1,agentbench-20260602_193924::execution::1,agentbench-20260602_193924,"Phase: execution_retry The previous execution attempt stalled with guard reason: no_tool_calls. Continue the same SWE-bench task. Do not write another plan, todo list, markdown code fence, or next-steps section. Use r...",d77b629f1d5baaf21df90f6bc53cd2b8a021762da82baf6796b0cb0fbc990397,8964,187,True,0,none,0
agentbench-20260602_193924,193924,qutebrowser,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse,execution,2,agentbench-20260602_193924::execution::2,agentbench-20260602_193924,"Phase: execution_retry The previous execution attempt stalled with guard reason: no_tool_calls. Continue the same SWE-bench task. Do not write another plan, todo list, markdown code fence, or next-steps section. Use r...",659a9d297f7e60423a059e65ed76be436f463266213aa1e92de82e5eb6f2b9f9,9339,197,True,0,none,0
agentbench-20260602_195404,195404,NodeBB,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse,execution,0,agentbench-20260602_195404::execution::0,agentbench-20260602_195404,"Phase: execution Use the plan to implement the SWE-bench fix in the workspace. Make focused code changes only. If the planning output only proposes more inspection, continue with the task prompt and inspect the necess...",2d99d2ce53d74d1e4192e9c482119cdbbf54c7dbea4028c79c33ec57bdbb1497,11154,188,True,0,none,0
agentbench-20260602_195404,195404,NodeBB,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse,execution,1,agentbench-20260602_195404::execution::1,agentbench-20260602_195404,"Phase: execution_retry The previous execution attempt stalled with guard reason: no_tool_calls. Continue the same SWE-bench task. Do not write another plan, todo list, markdown code fence, or next-steps section. Use r...",7c56e9351a43c9ef630821ea159a07a7492b80c38c1d602e99c92a8a0f0b9010,11798,203,True,0,none,0
agentbench-20260602_195404,195404,NodeBB,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse,execution,2,agentbench-20260602_195404::execution::2,agentbench-20260602_195404,"Phase: execution_retry The previous execution attempt stalled with guard reason: no_tool_calls. Continue the same SWE-bench task. Do not write another plan, todo list, markdown code fence, or next-steps section. Use r...",f0c18673d3bf746bf168576432ddc0e686ddcfd23b09a1899851ed2cb7a7fcb1,12386,215,True,0,none,0
agentbench-20260602_195450,195450,qutebrowser,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse,execution,0,agentbench-20260602_195450::execution::0,agentbench-20260602_195450,"Phase: execution Use the plan to implement the SWE-bench fix in the workspace. Make focused code changes only. If the planning output only proposes more inspection, continue with the task prompt and inspect the necess...",eb098dd7af7dac599933515077486da3fbc6bd8d403b2cd869c02395a6b53261,6760,121,True,0,none,0
agentbench-20260602_195450,195450,qutebrowser,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse,execution,1,agentbench-20260602_195450::execution::1,agentbench-20260602_195450,"Phase: execution_retry The previous execution attempt stalled with guard reason: no_tool_calls. Continue the same SWE-bench task. Do not write another plan, todo list, markdown code fence, or next-steps section. Use r...",ff1a5f3bcc5814dbee7b55bb298ff90478e734042ddec7df8bb0f66c6e6b669d,7346,140,True,0,none,0
agentbench-20260602_195450,195450,qutebrowser,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse,execution,2,agentbench-20260602_195450::execution::2,agentbench-20260602_195450,"Phase: execution_retry The previous execution attempt stalled with guard reason: no_tool_calls. Continue the same SWE-bench task. Do not write another plan, todo list, markdown code fence, or next-steps section. Use r...",ea7310e02840f06b8a585709370dac9ccc59ffdb535d8a357f7b0bf432b82537,7682,150,True,0,none,0
agentbench-20260602_195524,195524,NodeBB,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse,execution,0,agentbench-20260602_195524::execution::0,agentbench-20260602_195524,"Phase: execution Use the plan to implement the SWE-bench fix in the workspace. Make focused code changes only. If the planning output only proposes more inspection, continue with the task prompt and inspect the necess...",bd8b3c773750314bf8ab8fbddc61b2765c7f5e83b3b217dd5c692f01ef7233a0,9206,101,True,1,read_file,0
agentbench-20260602_195524,195524,NodeBB,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse,execution,1,agentbench-20260602_195524::execution::1,agentbench-20260602_195524,"Phase: execution_retry The previous execution attempt stalled with guard reason: read_only_tool_calls. Continue the same SWE-bench task. Do not write another plan, todo list, markdown code fence, or next-steps section...",679db11f62cba16e70ac59b78184b3a989c5d34c65aebcb61f587f0aef746393,9459,108,True,1,read_file,0
agentbench-20260602_195524,195524,NodeBB,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse,execution,2,agentbench-20260602_195524::execution::2,agentbench-20260602_195524,"Phase: execution_retry The previous execution attempt stalled with guard reason: read_only_tool_calls. Continue the same SWE-bench task. Do not write another plan, todo list, markdown code fence, or next-steps section...",21757dd2de06f7193faa210d5f1c4f506502c0f3768d8b0e82a9f7f43da6579c,11313,128,True,3,read_file,0
agentbench-20260602_195837,195837,qutebrowser,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse,execution,0,agentbench-20260602_195837::execution::0,agentbench-20260602_195837,"Phase: execution Use the plan to implement the SWE-bench fix in the workspace. Make focused code changes only. If the planning output only proposes more inspection, continue with the task prompt and inspect the necess...",e06e19e8b8343b92161f8354240724f6f7f561adee30459a6df089db47561c2d,8533,174,True,0,none,0
agentbench-20260602_195837,195837,qutebrowser,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse,execution,1,agentbench-20260602_195837::execution::1,agentbench-20260602_195837,"Phase: execution_retry The previous execution attempt stalled with guard reason: no_tool_calls. Continue the same SWE-bench task. Do not write another plan, todo list, markdown code fence, or next-steps section. Use r...",d77b629f1d5baaf21df90f6bc53cd2b8a021762da82baf6796b0cb0fbc990397,8964,187,True,0,none,0
agentbench-20260602_195837,195837,qutebrowser,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse,execution,2,agentbench-20260602_195837::execution::2,agentbench-20260602_195837,"Phase: execution_retry The previous execution attempt stalled with guard reason: no_tool_calls. Continue the same SWE-bench task. Do not write another plan, todo list, markdown code fence, or next-steps section. Use r...",659a9d297f7e60423a059e65ed76be436f463266213aa1e92de82e5eb6f2b9f9,9339,197,True,0,none,0
agentbench-20260603_003009,003009,NodeBB,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse,execution,0,agentbench-20260603_003009::execution::0,agentbench-20260603_003009,"Phase: execution Use the plan to implement the SWE-bench fix in the workspace. Make focused code changes only. If the planning output only proposes more inspection, continue with the task prompt and inspect the necess...",34f2ce996c28acb25f0955e9970c5c6c4d1e25b6c575227c238e700299684ce8,10889,186,True,2,read_file,412
agentbench-20260603_003009,003009,NodeBB,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse,execution,1,agentbench-20260603_003009::execution::1,agentbench-20260603_003009,"Phase: execution_retry The previous execution attempt stalled with guard reason: read_only_tool_calls. Continue the same SWE-bench task. Do not write another plan, todo list, markdown code fence, or next-steps section...",48f3533d0ca9e002e08186ea7a69ddbad7d5f48885f7d104f03a1f0c2b09a86f,11104,198,True,3,"edit_file, execute, read_file",412
agentbench-20260603_003113,003113,qutebrowser,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse,execution,0,agentbench-20260603_003113::execution::0,agentbench-20260603_003113,"Phase: execution Use the plan to implement the SWE-bench fix in the workspace. Make focused code changes only. If the planning output only proposes more inspection, continue with the task prompt and inspect the necess...",e5d957ee0ada13208475c99d79f17a49d34f01d55dd299d610ceb4dc173068a9,7036,125,True,0,none,0
agentbench-20260603_003113,003113,qutebrowser,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse,execution,1,agentbench-20260603_003113::execution::1,agentbench-20260603_003113,"Phase: execution_retry The previous execution attempt stalled with guard reason: no_tool_calls. Continue the same SWE-bench task. Do not write another plan, todo list, markdown code fence, or next-steps section. Use r...",f0b294422b462c5f70756b383d33973b18757255921998e43cc3a9f71820eb32,7707,144,True,0,none,0
agentbench-20260603_003113,003113,qutebrowser,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse,execution,2,agentbench-20260603_003113::execution::2,agentbench-20260603_003113,"Phase: execution_retry The previous execution attempt stalled with guard reason: no_tool_calls. Continue the same SWE-bench task. Do not write another plan, todo list, markdown code fence, or next-steps section. Use r...",9467337b3da9fbdb71dff3a7b48a6a1d315b86dbcf25de5650197ad7875151f6,8131,154,True,0,none,0
agentbench-20260603_003149,003149,NodeBB,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse,execution,0,agentbench-20260603_003149::execution::0,agentbench-20260603_003149,"Phase: execution Use the plan to implement the SWE-bench fix in the workspace. Make focused code changes only. If the planning output only proposes more inspection, continue with the task prompt and inspect the necess...",7b1bb7bed1eb507b41458d0c18326801321ce4e24404ee9f0cab0a4e5dbce01b,9521,104,True,1,read_file,1934
agentbench-20260603_003149,003149,NodeBB,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse,execution,1,agentbench-20260603_003149::execution::1,agentbench-20260603_003149,"Phase: execution_retry The previous execution attempt stalled with guard reason: read_only_tool_calls. Continue the same SWE-bench task. Do not write another plan, todo list, markdown code fence, or next-steps section...",bdbad08185d9b5cf9e4e44c654228886d73910c041cdb1b5ba22a16585215bce,9792,111,True,8,"edit_file, execute, write_file",1934
agentbench-20260603_003318,003318,qutebrowser,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse,execution,0,agentbench-20260603_003318::execution::0,agentbench-20260603_003318,"Phase: execution Use the plan to implement the SWE-bench fix in the workspace. Make focused code changes only. If the planning output only proposes more inspection, continue with the task prompt and inspect the necess...",5a2c6d9dd1a67f758f2f1ac97404473c2b5fb8a21831e61e013d64ecda8ae015,9745,202,True,0,none,0
agentbench-20260603_003318,003318,qutebrowser,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse,execution,1,agentbench-20260603_003318::execution::1,agentbench-20260603_003318,"Phase: execution_retry The previous execution attempt stalled with guard reason: no_tool_calls. Continue the same SWE-bench task. Do not write another plan, todo list, markdown code fence, or next-steps section. Use r...",52c8568179320abb5b46bd032e8712097aaab34799934ec3cdca15e7621a78e6,11650,271,True,0,none,0
agentbench-20260603_003318,003318,qutebrowser,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse,execution,2,agentbench-20260603_003318::execution::2,agentbench-20260603_003318,"Phase: execution_retry The previous execution attempt stalled with guard reason: no_tool_calls. Continue the same SWE-bench task. Do not write another plan, todo list, markdown code fence, or next-steps section. Use r...",7b26c4795ea72592863399f3713e661583fd903f8474a7de9cd55b44b8fb7b66,13499,337,True,0,none,0
agentbench-20260603_003750,003750,ansible,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse,execution,0,agentbench-20260603_003750::execution::0,agentbench-20260603_003750,"Phase: execution Use the plan to implement the SWE-bench fix in the workspace. Make focused code changes only. If the planning output only proposes more inspection, continue with the task prompt and inspect the necess...",b0bb6bbba05604bbd7d735ebf7609e74aa465ef529a56a8b5913cd92118faa9c,4577,90,True,0,none,0
agentbench-20260603_003750,003750,ansible,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse,execution,1,agentbench-20260603_003750::execution::1,agentbench-20260603_003750,"Phase: execution_retry The previous execution attempt stalled with guard reason: no_tool_calls. Continue the same SWE-bench task. Do not write another plan, todo list, markdown code fence, or next-steps section. Use r...",7dff0141e7ec8d880533b850d5a1d62349441aee68aac5db7cdf2f807e7e9db2,5126,107,True,0,none,0
agentbench-20260603_003750,003750,ansible,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse,execution,2,agentbench-20260603_003750::execution::2,agentbench-20260603_003750,"Phase: execution_retry The previous execution attempt stalled with guard reason: no_tool_calls. Continue the same SWE-bench task. Do not write another plan, todo list, markdown code fence, or next-steps section. Use r...",6daff43fbb0c541e54dd90a45874e6b5d875e8b0938cb1739e48863892b2f6ad,5563,119,True,0,none,0
agentbench-20260603_010203,010203,NodeBB,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse,execution,0,agentbench-20260603_010203::execution::0,agentbench-20260603_010203,"Phase: execution Use the plan to implement the SWE-bench fix in the workspace. Make focused code changes only. If the planning output only proposes more inspection, continue with the task prompt and inspect the necess...",ef8151339fb352f2ec7e7454c158aa976276f20f07610f7e5700970dc09cb78c,11283,190,True,2,read_file,0
agentbench-20260603_010203,010203,NodeBB,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse,execution,1,agentbench-20260603_010203::execution::1,agentbench-20260603_010203,"Phase: execution_retry The previous execution attempt stalled with guard reason: read_only_tool_calls. Continue the same SWE-bench task. Do not write another plan, todo list, markdown code fence, or next-steps section...",df4e86ed87436760d1f2134a050ef95ad11ac0c666731a2c4d6d64a7882ebf31,11498,202,True,1,read_file,0
agentbench-20260603_010203,010203,NodeBB,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse,execution,2,agentbench-20260603_010203::execution::2,agentbench-20260603_010203,"Phase: execution_retry The previous execution attempt stalled with guard reason: read_only_tool_calls. Continue the same SWE-bench task. Do not write another plan, todo list, markdown code fence, or next-steps section...",737ca60cb912413ba4e7ab2a29f3524f4874e0fb4c84541acdb0e163c8b5fa63,11647,210,True,1,read_file,0
agentbench-20260603_010402,010402,qutebrowser,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse,execution,0,agentbench-20260603_010402::execution::0,agentbench-20260603_010402,"Phase: execution Use the plan to implement the SWE-bench fix in the workspace. Make focused code changes only. If the planning output only proposes more inspection, continue with the task prompt and inspect the necess...",e5d957ee0ada13208475c99d79f17a49d34f01d55dd299d610ceb4dc173068a9,7036,125,True,0,none,0
agentbench-20260603_010402,010402,qutebrowser,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse,execution,1,agentbench-20260603_010402::execution::1,agentbench-20260603_010402,"Phase: execution_retry The previous execution attempt stalled with guard reason: no_tool_calls. Continue the same SWE-bench task. Do not write another plan, todo list, markdown code fence, or next-steps section. Use r...",f0b294422b462c5f70756b383d33973b18757255921998e43cc3a9f71820eb32,7707,144,True,0,none,0
agentbench-20260603_010402,010402,qutebrowser,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse,execution,2,agentbench-20260603_010402::execution::2,agentbench-20260603_010402,"Phase: execution_retry The previous execution attempt stalled with guard reason: no_tool_calls. Continue the same SWE-bench task. Do not write another plan, todo list, markdown code fence, or next-steps section. Use r...",9467337b3da9fbdb71dff3a7b48a6a1d315b86dbcf25de5650197ad7875151f6,8131,154,True,0,none,0
agentbench-20260603_010438,010438,NodeBB,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse,execution,0,agentbench-20260603_010438::execution::0,agentbench-20260603_010438,"Phase: execution Use the plan to implement the SWE-bench fix in the workspace. Make focused code changes only. If the planning output only proposes more inspection, continue with the task prompt and inspect the necess...",7b1bb7bed1eb507b41458d0c18326801321ce4e24404ee9f0cab0a4e5dbce01b,9521,104,True,1,read_file,1934
agentbench-20260603_010438,010438,NodeBB,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse,execution,1,agentbench-20260603_010438::execution::1,agentbench-20260603_010438,"Phase: execution_retry The previous execution attempt stalled with guard reason: read_only_tool_calls. Continue the same SWE-bench task. Do not write another plan, todo list, markdown code fence, or next-steps section...",bdbad08185d9b5cf9e4e44c654228886d73910c041cdb1b5ba22a16585215bce,9792,111,True,8,"edit_file, execute, write_file",1934
agentbench-20260603_010608,010608,qutebrowser,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse,execution,0,agentbench-20260603_010608::execution::0,agentbench-20260603_010608,"Phase: execution Use the plan to implement the SWE-bench fix in the workspace. Make focused code changes only. If the planning output only proposes more inspection, continue with the task prompt and inspect the necess...",5a2c6d9dd1a67f758f2f1ac97404473c2b5fb8a21831e61e013d64ecda8ae015,9745,202,True,0,none,0
agentbench-20260603_010608,010608,qutebrowser,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse,execution,1,agentbench-20260603_010608::execution::1,agentbench-20260603_010608,"Phase: execution_retry The previous execution attempt stalled with guard reason: no_tool_calls. Continue the same SWE-bench task. Do not write another plan, todo list, markdown code fence, or next-steps section. Use r...",52c8568179320abb5b46bd032e8712097aaab34799934ec3cdca15e7621a78e6,11650,271,True,0,none,0
agentbench-20260603_010608,010608,qutebrowser,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse,execution,2,agentbench-20260603_010608::execution::2,agentbench-20260603_010608,"Phase: execution_retry The previous execution attempt stalled with guard reason: no_tool_calls. Continue the same SWE-bench task. Do not write another plan, todo list, markdown code fence, or next-steps section. Use r...",7b26c4795ea72592863399f3713e661583fd903f8474a7de9cd55b44b8fb7b66,13499,337,True,0,none,0
agentbench-20260603_011039,011039,ansible,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse,execution,0,agentbench-20260603_011039::execution::0,agentbench-20260603_011039,"Phase: execution Use the plan to implement the SWE-bench fix in the workspace. Make focused code changes only. If the planning output only proposes more inspection, continue with the task prompt and inspect the necess...",b0bb6bbba05604bbd7d735ebf7609e74aa465ef529a56a8b5913cd92118faa9c,4577,90,True,0,none,0
